hotelcode,hotelname,pricemin,pricemax
547503,B&B Hotel Valencia,41.7,58.27
548335,Holiday Inn Amsterdam - Arena Towers,85.16,154.11
548459,Stukeleys Hotel,72.86,116.16
548480,Hotel Blue Coruna,58.77,161.74
548593,The Leicester Arms Hotel,71.81,116.16
549390,Albergo Vittoria,45.21,155.72
550379,Forvm boutique Hotel,80.37,95.44
550545,Hotel Resort,25.12,50.23
551092,Park Hotel Castello,60.28,130.6
551787,Hotel Pavillon Montmartre,124.57,176.07
554060,Hotel Villa de Berzocana,44.2,92.32
554289,Hotel-Celler Buil & Gine,119.55,179.83
554887,Hotel El Chisco,50.23,92.43
555111,Hotel Lluna,49.23,59.28
555350,Fair Hotel Erbschenk,112.58,112.58
556196,Family Hotel Flora,15.29,28.27
556712,Hotel Vienna,22.31,35.57
557262,Marian Lodge,85.68,155.79
557977,Quality Inn Porto,68.46,139.15
559048,Rooms Centar,64.55,107.58
559345,Parkhotel Deutsches Haus,65.2,138.14
559386,Hotel Kupper,82.63,113.6
559402,Landhotel Vierjahreszeiten,58.87,102.24
559446,JUFA Hotel Julich im Bruckenkopf-Park,75.39,166.79
559653,Boarding House Holledau Inn,50.6,87.79
560975,Hotel Bela Vista,31.27,49.0
561470,The Star and Garter A Citylodge Hotel,84.9,106.12
561476,The Three Horseshoes Hotel,79.19,153.1
561483,Tyddyn Du,101.37,101.37
561486,Red Lion Dunston,73.91,73.91
561502,Rame Barton,139.38,139.38
561520,Heart of England Hotel Weedon by Marston's Inns,52.8,52.8
561523,Crewe & Harpur by Marston's Inns,77.03,87.58
561595,Fields Lodge Bed & Breakfast,100.1,152.05
561601,Kings Hotel,185.31,269.16
561614,Childwall Abbey by Marston's Inns,58.07,63.36
561615,The Elephant at the Market,100.32,126.71
561616,Bacon Arms,78.14,101.37
561620,Thistle Cottage,95.03,114.04
561681,Original White Hart by Marston's Inns,47.52,52.8
561696,Fontmell Magna B&B,90.28,90.28
561704,Shanklin Beach Hotel,31.68,105.59
561707,Half Moon by Marston's Inns,52.8,52.8
561708,Church Farm Shifnal,89.33,107.7
561712,Kingswood & Devoran Hotel,67.57,159.44
561714,The Unicorn Skipton,80.78,93.98
561720,Langdale House,52.8,63.36
561724,Jannel Bed & Breakfast,73.91,116.16
561733,The Bunk Inn,88.7,120.38
561744,Tynemouth Grand Hotel,104.54,178.45
561975,Hartley Hotel,36.96,89.75
562099,B&B Het Merelnest,99.04,109.47
562389,Chateau De La Goujonnerie,104.5,215.01
562439,Hotel du Mont Blanc,55.25,75.35
562541,Family Hotel - Site du Futuroscope,28.93,139.64
562610,Hotel de l'Abbaye,70.33,148.69
562700,Au Relais du Porhoet,59.28,67.31
562755,Landhotel Gemeindeschanke,51.64,147.68
563128,Villa Belussi,73.33,179.83
563363,Complex Turistic Creanga Resort & Spa,75.25,97.39
564015,Cavendish Hotel,69.69,86.58
564259,Hotel Pax Montmartre,69.17,76.86
564619,The Levin Hotel Knightsbridge,289.69,495.22
565476,Auberge Des Potiers,60.28,85.39
565731,Hotel Zafira,43.82,58.43
565780,Patriko Traditional Stone Houses,30.67,76.91
566290,Queens Hotel,45.4,86.58
566291,Regina Hotel,45.4,78.14
566298,The Swan Hotel,147.83,200.62
566299,The Crewe Arms,107.7,107.7
566316,Mevagissey Bay Hotel,89.75,125.66
566329,Wydon Farm Bed and Breakfast,82.36,164.72
566330,Douglashall Bed and Breakfast,63.36,89.75
566334,Green Lodge Hotel by Marston's Inns,52.8,52.8
566424,Carlton Hotel,57.02,175.81
566538,Catalonia Square Hotel,196.41,456.68
566805,Hotel Le Lapin Blanc,163.84,505.33
567990,Seven Stars Inn,52.8,131.99
568348,LA Hotel and Resort,28.18,97.25
568676,Airport Inn Manchester,80.62,148.88
568678,The Adamton Country House Hotel,47.52,131.99
568984,Villa Voyta Hotel & Restaurant,57.17,133.25
569237,My Story Hotel Ouro,123.77,170.49
572314,Smiths Hotel Glasgow,27.77,105.59
575844,Villa Cavour,51.23,120.55
577169,Locanda al Castello Wellness Resort,85.39,120.55
577265,Quari Hotel Restaurant & Pizza,46.71,120.06
580867,Albergo La Meridiana,67.31,89.41
581650,Hotel Colfosco,52.72,235.09
581772,Albergo Antelao,45.21,75.35
582431,Gasthof Sonne,84.39,84.39
583511,Doubletree by Hilton London Chelsea,127.55,323.37
584058,Wielka Pieniawa,39.98,85.43
584121,Buttonboss Lodge B&B,63.36,162.19
585552,B&B Hotel Paray-le-Monial,55.25,123.57
585801,Marina Alimos Hotel Apartments,70.76,212.06
586055,Number One,62.3,62.3
586087,Hotel Ava,33.31,38.07
586283,The Fort Hotel,63.36,316.78
586492,The Croft,69.69,95.03
586767,Rye Hill Farm,76.03,152.05
587096,Alcombe House Hotel,41.18,100.32
588189,The Villa Express,52.8,147.83
588314,Appart-Hotel Mer & Golf City Bordeaux Lac - Bruges,109.19,257.19
588482,The Kirkwall Hotel,77.2,126.71
588903,Le Pavillon,43.2,95.44
588913,B&B Hotel Dunkerque Centre Gare,55.25,74.34
589027,Tomaria Bed and Breakfast,58.29,88.7
589403,Motel Diamant,33.2,39.84
589508,Best Western Plus Hotel Admiral - Lyon Ouest,94.94,190.88
589812,Buckley Farmhouse,89.75,116.16
590097,The Folly,68.64,142.55
592638,Leadon House Hotel,101.37,158.39
592940,Efchi 1904,52.81,136.3
594212,Family Hotel 6ATO RiLa,35.92,51.47
594682,Mountain Lodge,36.86,36.86
594965,Hotel L'Eolienne,35.16,79.37
596716,Ringhotel Mutiger Ritter,56.8,132.82
596868,Dumfries Arms Hotel,78.14,173.18
598228,Kilworth House Hotel and Theatre,184.78,343.17
598498,Spring Grove Tavern,25.34,53.22
598893,Hotel Continental,61.3,264.14
599061,White Hart Hotel by Marston's Inns,52.8,58.07
599062,White Hart Hotel by Marston's Inns,84.48,100.32
599069,Grouse & Claret by Marston's Inns,71.81,71.81
599070,Boundary by Marston's Inns,52.8,61.24
599162,Cally Palace Hotel & Golf Course,171.06,248.14
599268,The Top House Inn,127.6,127.6
599305,Somerfield Lodge,72.86,72.86
599317,Burt's Hotel,83.41,166.84
599347,St Nicholas House,101.37,139.38
599380,Turks Head Rothbury,76.03,139.38
599443,Blackmore Farm,100.32,147.83
599467,Glen Lodge,88.7,139.38
599477,La Fosse at Cranborne,95.93,147.83
599482,New House Farm Bed and Breakfast,107.7,139.38
599598,Hotel Singer,49.01,169.12
599675,ibis budget Portsmouth,47.59,70.32
599706,Kensington Lodge B&B,88.7,174.86
599796,Landhaus Klosterwald,87.79,113.6
599816,Hotel Wefers Bistro Restaurant,76.43,97.08
599847,Gastehaus Wilgersdorf,53.71,102.24
599983,The Croft,39.6,95.03
600043,The Dower House Hotel,148.09,148.09
600098,The Black Bull at Nateby,76.03,76.03
600420,Hotel Safir,34.39,75.91
600502,Acer View,141.92,285.1
600506,Coppice House,92.92,104.54
600553,The Compton Swan,114.04,126.71
600575,The Bridge Street Historic Guest House,55.44,133.05
600576,The Darnley Arms,68.64,68.64
600620,Hotel Comercio,36.49,114.68
600802,The Residence @ Jaipur,52.8,84.48
600806,Queenshead Inn,73.86,110.87
600815,ibis budget Montceau les Mines,42.19,52.24
601049,Hotel Des Negociants,67.92,93.13
601052,Hotel Etchoinia,64.29,105.48
601518,Hotel Restauracja Rywa Verci,17.85,72.81
601709,Hotel Zamecka Sypka,44.68,44.68
601979,Camping de la Cazine,53.04,108.3
602005,Hotel Ostseeresidenz Cammann Gromitz,92.95,175.58
602140,Sorbietrees B&B,114.04,114.04
602703,Wellsfield Farm Holiday Lodges,121.38,121.38
602737,La Quinta del Nar,30.14,68.32
602740,Lenia Studios,34.08,34.08
602789,Imola Motel,19.73,35.08
602975,B&B Rouge e Blanc,72.98,93.83
603205,North West Castle Hotel,73.91,160.5
603369,Furzedown Hotel,60.82,119.96
603416,Rowrah Hall Bed & Breakfast,88.7,101.37
603486,The Trooper Inn,72.86,116.16
603508,Southbank House,72.86,100.32
604498,ibis budget Givet,55.25,55.25
604572,Club Haus 502 Kalocsa,32.78,46.82
606707,Astoria Grand Hotel,38.37,108.53
607110,Auchendennan Luxury Self Catering Cottages,93.98,131.99
607369,Agat Hotel,35.34,39.26
608235,Aux Globe Trotters,53.24,90.42
608562,Hotel Express Newcastle Gateshead,26.39,104.54
608718,Tickton Grange Hotel,95.03,211.19
608757,Domaine de l'Aumone,55.25,55.25
611551,Hotel Sonnenhof,236.09,236.09
615577,Hotel du Donjon,49.23,53.24
615693,White Hart Inn,87.43,112.77
615726,The Wheatsheaf Inn,62.3,83.41
615755,The Chequers Inn,63.36,68.64
616427,Fernhill Hotel,70.74,211.19
619550,Hotel dei Mille,31.65,641.32
620103,Botany Bay Hotel,79.19,179.51
620890,Hotel Regent,47.22,112.89
621124,Kyriad Nantes - Graslin,99.46,526.96
621136,Kyriad Saint Quentin En Yvelines - Montigny,82.1,180.23
621363,Aabba Guest House,57.02,82.36
623418,Hotel Jade Paris,109.5,199.92
623424,Mercure Rome Leonardo da Vinci Airport,76.35,134.62
625115,The Z Hotel Piccadilly,157.34,178.45
625495,Grecotel Olympia Oasis,140.21,508.24
625898,ibis Styles Paris La Defense Courbevoie Hotel,164.56,188.82
626359,Hotel Cordoba Carpe Diem,40.18,87.4
626436,Hotel Le Provencal,89.41,132.61
626876,Milsoms Kesgrave Hall,126.71,248.14
626952,my Apartment Hotel,63.0,226.18
627114,Pension Fruhwirth,40.18,80.37
627295,Agape Hotel Niort- Bessines,51.23,110.51
627429,Rock Inn,81.83,102.95
627499,Sayang House,107.7,114.04
627526,Seehuus Hotel,112.58,267.5
627815,The Liverpool Inn Hotel,105.59,185.85
627883,Toghill House Farm,76.03,168.94
628138,Villa Loggio Winery and Boutique Hotel,176.32,274.26
628667,Hamlet Bed and Breakfast,44.88,68.64
628704,Heathmount Hotel,80.78,158.39
628856,Hotel Dinosauro,30.14,90.42
628920,Hotel Parco delle Fontane,75.04,101.35
628951,Hotel Teun,172.41,181.48
628954,Hotel Velka Klajdovka,38.44,68.23
628974,Hotel-Restaurant Entrada,87.79,103.28
629103,Hotel Hamburger Perle,60.93,102.24
630162,Saffron House,77.29,107.7
630454,The Charlton Arms,105.59,205.9
630529,Tilted Wig,89.75,89.75
630908,Wessinger,118.78,424.48
631211,Lighthouse Guest House,44.35,107.7
631250,Locking Head Farm,58.07,73.91
631449,Hotel Nordhausen Motel Plus,53.96,143.56
632894,Boath House Hotel,232.3,364.29
633289,Corriefodly Holiday Park,58.07,77.08
633351,De Bonte Os Hotel & Tower,78.19,140.74
633400,Douglas Park,60.19,119.32
633464,Elpiniki,25.24,50.46
633602,Hotel Centrale Roma,57.95,179.01
634807,Hotel Calaluna,55.25,100.46
634860,Hotel Villa Moron,46.77,79.37
634876,The Old Cider House,82.36,107.7
634927,Hotel Sully,62.28,85.35
635133,Hotel Golf Jezera,36.9,67.31
635523,Hotel Petr Bezruc,57.17,95.6
635677,Italia 30,70.33,150.69
635904,Swiss House B&B,98.67,109.77
636267,Hills Farm,68.64,89.75
636408,Domaine de La Gressiere,85.39,130.6
636519,Campsie Glen Holiday Park,58.07,76.03
636531,Dolomitengolf Hotel & Spa,175.81,343.58
637988,Craig Park House,51.74,77.08
638293,Demy Hotel,65.3,180.84
638539,Mas Pere Pau,69.32,142.66
639145,Oakenholt Farm Bed and Breakfast,52.8,79.19
645430,Logis Hotel Restaurant La Vraine,60.28,73.33
645741,Motel-Restauracja Ballaton,21.42,59.49
645885,Hotel Polonia,35.69,83.28
645911,Zimmer Vermietung & Ristorante Castellana,56.8,56.8
646019,Hotel Wisniewski,25.94,52.11
646187,Lion Hotel,47.52,103.48
646222,Casale Rosennano,24.11,124.35
646387,Hotel des Voyageurs,51.23,51.23
646857,Hotel Wallern Garni,73.33,90.42
646994,Sikfors Konferens & Fritidsby,91.43,132.3
647305,Colintraive Hotel,126.71,221.74
647329,Balhousie Farm Bed and Breakfast,79.19,79.19
647347,Hotel Pik,34.27,64.25
647353,Glebe House Muston,95.03,147.83
647374,Hotel Dierks,54.74,87.58
647781,Vasvirag Hotel,26.69,26.69
647935,Espace Leonard De Vinci,112.52,125.58
648194,JUFA Hotel Neutal,58.91,148.87
648212,Sumaiya El Palacio,52.37,52.37
648225,Wayside,58.07,98.2
649228,Browar CzenstochoviA Hotel&Spa,38.07,109.46
649247,Hotel Eisenhower (ex King Hotel),55.25,119.55
650948,New Brooklyn,47.52,79.19
651016,Monks Cleeve,95.03,95.03
651429,Hotel zum Lowen,87.79,87.79
651660,The Galleon Inn,95.03,95.03
652129,Ibis Styles Geneve Gare Hotel,195.54,242.0
652134,Novotel London Brentford Hotel,212.24,277.71
652135,Ibis Edinburgh South Bridge Hotel,91.87,137.27
652139,Novotel London Wembley Hotel,62.83,212.24
653811,Bed & Breakfast Sara's Rosenhof,53.44,59.39
654860,Channings Hotel by Good Night Inns,73.91,106.63
654971,Colston Hall Farmhouse B&B,73.91,126.71
655087,Crown Inn at Tolldown,90.75,90.75
655532,Curly Tail Accommodation,105.59,174.23
657718,Gut Hohenholz,78.49,184.87
657752,Happy Acre B&B,63.36,95.03
658570,Hotel am Deister,63.0,101.22
658842,Hotel Piotr Spa&Wellness,30.7,87.81
658913,Hotel Solymar,40.18,65.3
659993,Manor Garden Lodge,95.03,95.03
661197,DoubleTree by Hilton London Islington,299.77,473.39
661198,George Hotel,52.8,73.91
662144,Hotel Gran Playa,38.88,128.59
662882,The Bull Inn Lodges,68.64,121.43
662960,Thornton Lodge Farm,68.64,95.03
663581,"Innkeeper's Lodge Portsmouth, Cosham",83.41,83.41
664027,Sancy Resort,110.51,221.02
664658,Gasthof Adler,66.1,86.75
664991,Parkside Guest House,59.49,98.77
665096,The Queen's Arms,89.75,131.99
665619,Element Frankfurt Airport,69.2,195.2
666192,Simonsbath House Hotel,73.91,147.83
667191,Freiensteinerhof,68.81,149.49
674037,Hotel New Flanders,70.89,100.08
674073,Huys van Steyns,102.17,102.17
674218,Longleigh Guesthouse,68.64,73.91
674711,The Willows,82.36,101.37
674723,Treherne House & The Malvern Retreat,119.74,150.79
676564,Albergo Novecento,40.18,90.42
676618,Anchorage Hotel,106.34,133.05
677248,Coast B&B,104.54,142.55
677316,Dalmunzie Castle Hotel,121.43,300.94
677456,Eurostars Oasis Plaza Hotel,51.61,948.38
677847,Hotel de La Croix de Malte,55.25,90.42
678223,Le Chapeau Rouge,59.28,94.43
678440,Mother Goose Hotel,166.27,274.75
679109,The Clarendon Royal Hotel,72.69,168.95
679117,The Garden House B&B,88.7,145.72
679132,The Lion Hotel,58.07,121.43
679142,The Park,71.81,112.99
679418,Relais Villa Giulia,70.33,150.69
680696,The Stanneylands Hotel,131.99,228.08
682424,Chateau Loucen Garden Retreat,125.57,144.47
683048,Hotel Corvinus,28.09,31.84
683330,La Bonne Auberge,65.3,80.37
683989,Residence Vocelova,63.6,97.46
684299,Vila Olga,69.62,146.98
684848,Firtrees Bed & Breakfast,63.36,126.71
684909,Gite de la Baie - Morgat,59.77,62.28
685089,Hotel Garance,120.55,210.97
685227,The Fox and Hounds Country Hotel,67.32,422.36
685355,Hotel Enchevi,16.07,41.36
685586,Prince of Wales Inn,52.8,63.36
685662,The Antlers,84.48,84.48
685703,Hotel Santa Clara,49.52,93.83
686805,Comfort Suites Rive Gauche Lyon Centre Lyon,84.64,129.89
693823,Hotel Landgasthof Sonne,77.46,238.58
694090,Keswick Park Hotel,63.36,235.21
694642,Newcastle House Rothbury,25.34,82.36
695322,Star Anglia Hotel,73.91,147.83
695794,Best Western Corona Hotel London,122.59,191.7
696411,East Brae Cottage,53.6,126.71
696701,Ibis budget Koeln Messe,62.9,84.58
696963,B&B Le Briquemont,151.17,151.17
697704,The Old Mill,95.03,95.03
699236,Hotel Splendor,112.95,123.95
699423,Hotel Kyriad Lyon Centre Perrache,73.84,136.42
700788,Castle Hotel,91.87,137.27
703961,Casona Camino de Hoz,88.41,148.69
705433,Carfraemill Hotel,84.47,152.05
705746,Stone Houses,77.9,96.39
705863,NH Collection Piazza Carlina,255.28,467.16
705868,"Quy Mill Hotel & Spa, Cambridge, BW Premier Collection",85.53,174.23
705965,easyHotel Newcastle,45.39,54.89
705982,AC Hotel Colon Valencia,136.15,217.7
709554,Burnhead Farm,114.04,171.06
710893,Rose & Crown Hotel,99.25,146.77
711673,The Old Mill House,100.32,142.55
711699,Home from Home Bed and Breakfast,63.36,105.59
711701,Leigh House Bed and Breakfast,68.64,84.48
711713,Roseview B&B Rhyl,105.55,278.76
713955,Hotel Arno Bellariva,69.62,166.77
715017,Villaggio Giardini D'Oriente,1004.63,1004.63
715421,Hotel Trapani In,53.24,131.61
716226,Hotel Du Vieux Marais,128.59,186.86
716442,The Peat Spade Inn,88.7,120.38
717104,The Angel Hotel,72.86,99.25
717107,The Gun Lodge Hotel,63.36,100.32
718937,ibis budget Orgeval,40.18,47.22
719997,P'tit Dej-Hotel Orleans Ouest,39.39,75.35
720231,Smartappart Lorient,59.28,104.49
720525,Moulin Hotel,159.66,278.76
722070,Purhus Kro,91.76,192.4
722923,Wellnessgarten-Hotel,132.2,163.18
722981,Designhotel Kronjuwel,70.23,118.78
724720,Peras Wellness Hotel,51.94,86.2
728918,Janne Hotel,33.55,78.94
729530,Melia Paris La Defense Hotel,162.75,493.68
730798,E Spunta La Luna,71.83,88.41
731094,Hotel Linder,42.83,104.7
731809,The Cricket Inn,116.16,200.62
732351,Hotel Beau Sejour,35.16,100.46
732366,Hotel California,40.18,55.25
732391,Hotel Miramonti Turismo Rurale,67.81,126.59
732837,Rowton Poplars Hotel,44.35,95.03
732853,Best Western Bell in Driffield,70.32,125.66
732864,Castle Hotel,83.41,147.83
732985,Dionis Hotel,18.26,35.95
735045,Holiday Inn Express London - ExCel,84.48,281.33
735100,The Old Station House Hotel,89.75,153.1
736189,B&B Hotel Bergamo,44.65,79.15
738298,Hotel Hc Zoom,60.58,115.54
738603,Mercure London Hyde Park Hotel,110.49,404.94
738623,The Kings Head,80.78,126.71
740952,Woodland Bay Hotel,91.76,159.12
741214,Aloft Liverpool,274.65,357.96
741896,Kahlua Hotel and Suites,116.69,170.39
743961,Hotel Elit,23.19,23.19
744351,St. Constantine and Helena Hotel,20.6,30.98
745850,Manor Hotel,75.03,205.74
746290,ibis Styles London Kensington Hotel,65.78,125.66
746368,The Cross Keys by Good Night Inns,52.8,80.23
746370,The De Trafford by Good Night Inns,63.36,85.5
746371,The Wheatsheaf Basingstoke by Good Night Inns,47.52,85.5
746373,The Bay Horse by Good Night Inns,58.07,74.95
746800,The Abbey Court Notting Hill Hotel,105.49,212.79
747291,Hotel Mihaela,32.67,32.67
747509,Hotel Bergfreund,56.14,227.48
747540,The Mountain Inn,57.44,67.18
748091,Farm Stay Dolinar Krainer,45.42,80.74
749032,Chiltern House B&B,79.19,84.48
749243,Grand Hotel Glorius Mako,52.45,88.97
749633,Max Panorama,351.62,351.62
749741,Pear Tree House B&B,56.49,133.05
749918,The Coach House Inn,73.91,95.03
755746,ibis Budget Aix Le Canet,40.89,47.52
757590,elements pure Feng Shui Concept Hotel,73.33,275.75
757703,Hampton by Hilton Nuremberg City Centre,408.06,551.45
758527,Ferraris Country House Hotel,61.77,147.83
759356,LLety Cynin,88.85,209.07
760206,Hotel Toon,111.32,133.22
760273,Hotel Andante aan Zee,40.42,207.84
760529,Sahanlahti Resort,80.37,251.15
760674,Termo Hotel Aspa Vila,34.94,76.98
761011,Solo Sokos Hotel Estoria,90.23,123.06
761132,Hotel Locanda Al Pomo d'Oro,60.28,110.51
761382,Landgoed Hotel & Restaurant Carelshaven,70.37,151.69
762718,Hotel Giardino Europa,35.26,112.52
763920,Hotel Italia,58.27,115.54
763935,Hotel Vittoria,112.22,162.09
764009,Villa Del Capitano Art E Relais,57.07,294.61
764030,Le Mas de la Frigoulette,50.23,110.51
764516,The Broadway Hotel and Carvery,82.3,113.98
765820,Mercure Sheffield Parkway Hotel,58.29,117.21
768633,"Country House ""Stricev grunt"" Stara Kapela",44.2,88.41
768975,Hotel Fine Seasons,96.32,238.25
771003,Marks,76.03,88.7
771224,Shears Inn,52.8,63.36
771300,The Lambton Worm,66.52,105.59
772045,Mikado Hotel,27.91,34.12
772845,Hotel Rural La Bolera,44.2,110.51
772870,Hotel Toggenburgerhof,62.92,164.56
773125,"Innkeeper's Lodge Ambleside, Lake District",93.98,93.98
776288,The Duke of Tavistock,125.44,158.39
776524,Hotel Diament - Zajazd u Przemka,28.55,38.07
776989,The Panmure Arms Hotel,79.19,100.32
777638,Magic Castle Hotel,49.88,65.84
778100,The Spyglass and Kettle by Good Night Inns,52.8,122.47
778807,Hotel Palacete de Manara,52.24,60.28
779084,Stilvoll - Cafe * Bistro * Hotel,69.71,140.15
780032,Hotel Napsugar,34.84,88.97
780467,Hotel Valle Dell Oro,52.24,80.37
781367,Hotel Georgia,43.09,87.62
782007,"Hotel Football, Old Trafford, a Tribute Portfolio Hotel",129.88,178.45
782139,The Level at Melia White House,249.2,609.26
782179,Best Western Plus Suitcase Paris La Defense,71.53,340.57
782620,Hotel Relais Fontana di Trevi,207.97,320.48
782996,The Grosvenor Hotel,55.75,146.33
783297,Highlander Inn,79.19,116.16
783462,Plas Dolguog Hotel,73.91,105.59
783578,Lion and Unicorn Hotel,73.91,89.75
783721,Belle Green Bed and Breakfast,107.7,107.7
783722,Green Apple Bed and Breakfast,95.03,126.71
783895,Hotel Royal Madeleine,167.39,486.57
783907,Hellidon Lakes Hotel,64.52,148.35
784916,ibis budget Pertuis,42.19,49.23
785076,Mas De Baumes,89.34,318.63
785242,Quality Suites Toulouse-Blagnac,110.41,115.37
785517,Tankersley Manor - QHotels,88.7,109.82
785618,AC Hotel Paris Porte Maillot,175.81,290.34
785712,Al Castello,45.21,80.37
785728,Hotel Freischutz,80.56,129.1
785943,Bader Hotel,61.47,148.72
786313,Hotel Corallo,39.18,79.37
786432,Landhotel Heidekrug,54.74,84.69
786715,To Balkoni tis Agorianis,78.86,155.79
787109,Hotel ***NAT Swinoujscie,35.34,73.77
787987,Best Western Crewe Arms Hotel,41.81,144.5
787993,BEST WESTERN Sysonby Knoll,80.25,163.14
788094,Rives d Or Hotel,90.42,130.86
788156,Hilton Garden Inn Krakow Airport,90.82,252.2
788885,Motel Cargo,25.52,40.84
789357,Princess Hotel,51.74,198.52
790641,Hotel Falisco,40.18,95.44
790643,Hotel Il boschetto,39.18,95.44
790670,Hotel Villa Sorriso,45.21,85.39
791960,Cridda Hotel & Restaurant,40.18,50.23
797291,Landhotel Mutter Althoff,68.16,100.18
798148,Beach Hotel California,60.93,112.58
798835,ibis budget Antibes Sophia,47.22,58.27
799202,Ibis budget Rouen Petit Quevilly,47.82,56.26
799911,Parc Residentiel Les Voiles du Grand Large,69.32,250.15
807061,Crowne Plaza London Battersea,143.61,390.05
808513,t Stadhuys Grote Markt,88.62,166.8
808754,Albion House at Ramsgate,137.27,174.23
808773,Anesis Hotel,41.86,46.73
